"Urea Fertilization, MMT CO2 eq.","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"New Jersey","0.004578860685233905","0.0036075808763494513","0.001704054310683722","0.0018708748374610664","0.0016266055822673805","0.0015934429223744295","0.002020567177719314","0.0022471401010009375","0.003037809549729354","0.004284281955910369","0.00353723995282591","0.0037552986785206696","0.00466821784753092","0.004454464785751005","0.0036239067404517833","0.0031214746136865347","0.0030725382684689585","0.0028051214128035316","0.0026349798300523155","0.002563875170098884","0.002048257280232242","0.001632791315128973","0.0025680983398348907","0.0030543097160482635","0.0027078833953249268","0.0024439618978499503","0.0025791246182225044","0.0027804555202757754","0.002349554080193207","0.002262594107679841","0.002175634135166474","0.0020886741626530707","0.0020017141901397043"
"Connecticut","0.0009580075599504068","0.0010169416674226618","0.0011512501738788592","0.002057829266080015","0.002508145030088603","0.0019750703075387824","0.0011230637757416312","0.0014448429647101514","0.001933585049442076","0.0018564423478181983","0.0031449814630016026","0.004112602255889202","0.004870912697692704","0.003832163294928785","0.0018672211436692977","0.0006337295956938523","0.0012999286340681605","0.0015577109679760501","0.0013784364812966829","0.0007249668269376152","0.0010744347878677916","0.0015286982974991683","0.0015728898968822764","0.0011448009918654935","0.00103649944056367","0.0013115722882457892","0.0014875988992712208","0.001016771090749645","0.0014155999299229791","0.0014331774927436862","0.0014507550555643985","0.0014683326183851059","0.0014859101812058182"
"Hawaii","0.0017488739302670175","0.0017315767637364296","0.001714044089630772","0.001714451238319877","0.0017057534246575341","0.0016498835767637364","0.0016498835767637364","0.001667311137318939","0.00162092545888899","0.001434909068916508","0.0013558317457437478","0.0013558317457437478","0.0013558317457437478","0.0013558317457437478","0.0013558317457437478","0.0013558317457437478","0.0013558317457437478","0.0013558317457437478","0.0013223896700837643","0.0012863264084187608","0.0013535485197617104","0.0014192285221808945","0.0014655197314705614","0.001454933865553842","0.001429959418186217","0.0014178793431915088","0.0014355237836039796","0.0014376072938401521","0.0014168903931508342","0.0014123234086538287","0.0014077564241568228","0.0014031894396598161","0.0013986224551628102"
"Nevada","0.00014881151531645956","0.00018117717499773202","0.0001193783906377574","0.00011978553932686203","0.00025780894493332126","0.00042588018990595425","0.00038291801989778947","0.0005860439686715657","0.0007250213795397503","0.0006015542048444163","0.0006871565514530224","0.0008036516374852581","0.0010030440593909705","0.0007397958208594152","0.0008024488191357465","0.000832455411412501","0.0010243914239922586","0.0009715299525235115","0.0011699284526293509","0.0013005619764734344","0.0013577224591006683","0.001331396171641114","0.0010822078683963834","0.0010581887568417551","0.0013729639239166594","0.001126781335994436","0.001082845202455472","0.0011162631951374393","0.0011930659192473212","0.0012059458791912154","0.00121882583913511","0.0012317057990789996","0.001244585759022894"
"Maine","0.0020620670718800088","0.0029029368895340047","0.004403653693791769","0.0032852428558468654","0.0024309823701956514","0.0025594564093259545","0.0032125854425594973","0.004053831806223352","0.004475381051740301","0.004539774411079864","0.0035113421028758057","0.003969135565030693","0.004493009525537513","0.0049348550001511995","0.005925822976201276","0.007142755813601864","0.00812434606428982","0.00812434606428982","0.007721628110919592","0.006509350872418276","0.004198317699355892","0.0018135240860019958","0.0022542598808551815","0.0016666099367988144","0.0005893570413378088","0.0009528530043242916","0.0016243835616438357","0.001445208334089329","0.0011397942048835706","0.0011102499118527838","0.0010807056188219964","0.0010511613257912097","0.0010216170327604227"
"West Virginia","0.0027314048807039826","0.0027577378209198947","0.003006741177537875","0.0032950769602951404","0.0025629996673621823","0.0018364002540143336","0.0021960256433517793","0.0030486615259003903","0.0052257600774138924","0.006648731440321752","0.0031951924763373553","0.005778749160845505","0.006080479603253803","0.006953620611448789","0.0228805149233421","0.034444803048172","0.027970711784450698","0.017826707308960053","0.0008044579515558378","0.0017178747467416612","0.0024713047264809944","0.0022736646405999575","0.002794374550182951","0.00261600483836826","0.001947767395445886","0.0025458408781638396","0.0026367587771024222","0.0009713736127491005","0.0019030902293813796","0.0015312056343352838","0.001159321039289291","0.0007874364442431949","0.0004155518491972024"
"Massachusetts","0.0026403725543560435","0.002548660316308325","0.002661848982430675","0.00207809888415132","0.0021793950830082554","0.002787119054099005","0.0018001400707611363","0.0019693941758142067","0.0025539878435997462","0.0038575289243702564","0.003255185702621791","0.003232820466297741","0.0022284631528017174","0.0020115939399437542","0.0029026441682542562","0.0029861881520457222","0.002676047295049744","0.00284279331095588","0.002117815839608092","0.001981508845141976","0.0017760930176298046","0.0011739001481750279","0.0008359427862953218","0.0008555511203846502","0.0007197071577610451","0.0007187637969094923","0.0006266936405697179","0.0007127309443890075","0.0005572315919224035","0.000511742045859329","0.00046625249979625425","0.00042076295373319765","0.000375273407670123"
"New Hampshire","0.0004615096918564215","0.00034060915056397233","0.0005323069944661163","0.0009291385890108562","0.0010449976715352749","0.0010795095104176116","0.000799529589645892","0.0005777572953521425","0.0007290369832773896","0.0007267324684750068","0.0007225039765339139","0.0006849265475218483","0.0003718451722156703","0.0002814355438628323","0.00039401880915661193","0.0005056826635217273","0.000361296561734555","0.0003321614805406877","0.0004897027427500076","0.001128056004112613","0.0019488571169373132","0.0015411243158244881","0.0003077405425020412","0.00011058876893767579","0.0001122080498351931","0.00013933799026278387","0.0001626386041307569","0.00014793308536696035","0.0001789490076129811","0.00019181275416662983","0.00020467650072027857","0.00021754024727392725","0.000230403993827576"
"Rhode Island","0.00008250083159454473","0.00022277286884998037","0.002295111796546615","0.003974588164141644","0.0005435222111342949","0.00010908524600078623","0.00024016450452085032","0.00027290005745562307","0.00039033717378813995","0.0005203586440472952","0.0005953937524569838","0.0005439958873869788","0.000253335631558257","0.00007372185430463575","0.000051013335752517464","0.00005407759533097463","0.00008590704284979891","0.000028242281290634735","0.00008555178566028606","0.0001275958752910581","0.00006385448607457136","0.00007421149717257855","0.0000817158063443104","0.000052369167498261205","0.00010071075629743869","0.00010764958117874749","0.00008394980192929934","0.00013810071063533895","0.00014301844325796513","0.00016060102153885364","0.00017818359981974216","0.00019576617810063555","0.0002133487563815241"
"Florida","0.004819199491971332","0.005100198615017086","0.005269458042275243","0.006656831836463153","0.00701161135806949","0.008064001572469684","0.011251024463999516","0.010908271795337023","0.008882105657866885","0.010541581178747466","0.012953361032991625","0.006680015361819227","0.007135992621488403","0.005849563760621731","0.006631141552511415","0.005416320299978832","0.0045962163960204415","0.0064252374126825725","0.00236507750461157","0.0047569895672684385","0.005587334724364209","0.0031955011642323624","0.004117724878284799","0.0064210568205872575","0.005569066255405365","0.0036551361093471236","0.004052364208170794","0.0032260025885269532","0.0022631401781591795","0.0015731373744123506","0.000883134570665798","0.00019313176691896852","0.00019313176691896852"
"District Of Columbia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
