"Enteric Fermentation, MMT CO2 eq.","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"Hawaii","0.36814872006384636","0.39658158592909193","0.35750316407519417","0.34207264809220583","0.3289981866948557","0.3463805401600884","0.33815384190967224","0.3443344688421128","0.36039833578678054","0.3475279779144852","0.3339208061982181","0.3072650253482311","0.3030523808304411","0.31162873189139983","0.3165845945072454","0.3176863527591668","0.3340390385192612","0.32516981047606364","0.3108090884443875","0.31540109731183935","0.30502989303607203","0.2966824825564098","0.29180045837900453","0.2738021521255968","0.2688610890750586","0.26708915884406564","0.28126412902762726","0.2867013246493912","0.2894416906076038","0.2850601939896221","0.28187302571507383","0.28593236783108045","0.2929920407623682"
"Maine","0.26389716409418434","0.2650557367430538","0.25943444274166527","0.26558966280060203","0.26397502839412856","0.24977504723298635","0.25850492703580763","0.2555123139189828","0.2467896777277822","0.2447947560125933","0.2408701932922803","0.23563165649940945","0.23594210619176167","0.22694079431279351","0.2184676890261157","0.21919906374193976","0.21322003542264115","0.21039790233184227","0.22061992889149631","0.21989908444125297","0.2152302041532196","0.22182316512188482","0.21673730864512136","0.21568510011067105","0.2106928089099043","0.21023188752230765","0.2071234481399281","0.2120007109449901","0.20757204360199605","0.20521330387832987","0.20448682336723326","0.19358313741659453","0.18886999397024953"
"Connecticut","0.19085719905133997","0.18478320141347923","0.18338910536496977","0.18588833697518242","0.18386110836094136","0.18295457617190644","0.17308301935411727","0.16700773483573855","0.17183672766591285","0.16896903034036082","0.16944886902532644","0.1606787862802017","0.15418260122302932","0.14312729948415384","0.1346845571353587","0.13479851861839062","0.12809594786960457","0.1323207445149717","0.1290148300837736","0.13002118350717118","0.12370523789677779","0.12626134650614812","0.1313138886140575","0.13238686231384378","0.12318569679120657","0.12657501510610136","0.13201296441277952","0.13143138607232607","0.13683064609943668","0.1309499376649985","0.13621484847567567","0.13071402015282307","0.12971712572943084"
"Massachusetts","0.18805886436441002","0.18131855487166906","0.18314720780079038","0.18212808975070854","0.17437881288071527","0.16847954477555477","0.16509287075308923","0.16256564595360706","0.16146256414111154","0.1566300466086015","0.14935426805569813","0.1293974390466374","0.13398324727795677","0.12908960983295922","0.12126591965698848","0.12001353921464646","0.12013385490322051","0.11437804653432007","0.11800022690353831","0.1143288614172372","0.10946304518964717","0.1039320802435813","0.10312854688441399","0.10134907393323363","0.09953901543082065","0.09925639032419001","0.09857265703099373","0.09651726079809485","0.0970319358885383","0.09404002146955072","0.0882414932184166","0.09208986653914605","0.09333394875759857"
"New Hampshire","0.1139052154834164","0.11883887535393363","0.11917768874119555","0.11971169726760676","0.11912477948673642","0.11879659064650211","0.11555276509557998","0.11269730769261511","0.11295545922385256","0.11933981885634547","0.11969853248541443","0.10892887197254966","0.10889394541172434","0.10697168030774509","0.0999351072579607","0.1033106819505725","0.10351004779695322","0.09699860214135636","0.10239766667574346","0.105809741131098","0.10063796214299202","0.09766087951695797","0.09401734423825438","0.09199936997474784","0.08930915086106649","0.08833243397976577","0.09478672202225522","0.09490026571332962","0.09126210680371592","0.08745856123988963","0.08262612108173549","0.08209235720569448","0.07989927663305453"
"New Jersey","0.1744100237785871","0.17522999794255997","0.17289933134305863","0.1754391607932479","0.1572759990529043","0.15811970811927367","0.15630504182456856","0.15524559161073986","0.15245306480813398","0.142236163523792","0.1280959516797617","0.12582688458912372","0.11693805858077948","0.11776627387823796","0.11520052155903376","0.11297061137511002","0.10891083318901307","0.10276503327633552","0.1026086326290136","0.10466518629109504","0.09791496161052249","0.08962973255546214","0.08835113826381287","0.08864605787814654","0.0788130840483025","0.08188081647440966","0.0812103861666426","0.08087201366182399","0.08197891989797984","0.08282138903061875","0.07780193752999576","0.07295739104320459","0.06941723289295887"
"Alaska","0.01947900992546324","0.018212646011323358","0.018856662475935117","0.019185862638186696","0.021676753027446392","0.022419742116019905","0.024089966871178953","0.027589538109091087","0.028342759926159068","0.027365729771082477","0.023419515248989543","0.024783865273224626","0.02700424539540762","0.028088005846017637","0.03041188766018884","0.03274290899578315","0.035106156260313326","0.03762008337617863","0.03356249898626363","0.0318334160834031","0.03192959406978377","0.03142482629617478","0.03193197614324672","0.028335351389052216","0.025843998305074983","0.02735474320238589","0.027377892005218847","0.030056448201650248","0.03391874763332586","0.037544696294324054","0.042311654370866814","0.042547820388166666","0.04447687405388639"
"Delaware","0.061688263664402755","0.06149551590552958","0.06578493082863167","0.07055919931531658","0.06305663581153498","0.06375180898887696","0.06538790644501916","0.06004182175508554","0.06030467043014556","0.05985709133356216","0.05863089787507514","0.06057696650113385","0.057697426563703094","0.054592219227242424","0.05515204016294984","0.052309986009503616","0.050628908782203705","0.05182029326227287","0.050401547334519514","0.04957580798442908","0.04741616479519049","0.04300259287253377","0.045077690165494025","0.043259158508105876","0.039722348534618056","0.04043476750803647","0.03841583050973817","0.0383176813512926","0.038184343830456755","0.033759129034799","0.03221086397306623","0.028951611946486606","0.024505926079249268"
"Rhode Island","0.016538160972961017","0.017021462365370457","0.016570537965998687","0.01715678842173589","0.017094821803588674","0.01693157386852539","0.018089022404176133","0.015571696346279274","0.015544441694751455","0.0156227297949568","0.01555326282994826","0.015232347491470986","0.013883893055933289","0.01446549543875544","0.0143718610430176","0.0142329134635459","0.013299884546408377","0.014029565699286877","0.013958961844224982","0.01360139310909308","0.012569845672364553","0.012920076069520496","0.012168093200724555","0.01247418416718562","0.012121631750858347","0.011956683192069861","0.011954682829057229","0.011010837810255168","0.01168147527036479","0.010857935185993236","0.010111198400913927","0.008431637790135418","0.008648519224759224"
"District Of Columbia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
