"Agriculture Sector Fuel Combustion, MMT CO2 eq.","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"Maine","0.0775731603102272","0.08111338911252704","0.06656882065974584","0.0906330764635491","0.10368449610899179","0.07691677296385954","0.07664616265059589","0.08217211486628521","0.0684781515390685","0.09618143595140079","0.08022214023761913","0.09144951116438892","0.10828426009034084","0.1615364344571005","0.18338137585520803","0.16396104537545403","0.17778235041793272","0.2036689636190606","0.19088518670587987","0.08764931867495322","0.1878483901370122","0.19597735457402934","0.21752212469933715","0.20304777244948927","0.17883253408678101","0.07720656803040407","0.07038778537816903","0.07348204981571353","0.07180418467857479","0.07453218013171226","0.07418355664010791","0.07554498050469087","0.07469917584570404"
"New Jersey","0.24938367916706058","0.28785373251769586","0.13160828560213683","0.1656439720073758","0.20036038769439554","0.169820469727447","0.17008440850414966","0.16422704146153605","0.07807730055528707","0.18668770538573812","0.11750793961276555","0.15550501496142344","0.1529293775220011","0.12217736342431244","0.13117710913944253","0.14247984449720155","0.18169426916371328","0.14165948987218036","0.07012161418683294","0.13678709913471487","0.23687686816645623","0.22175632835214354","0.23542314662674613","0.1857564819192843","0.17992354876157837","0.09576126196530853","0.07918079775065281","0.04515619772284774","0.05226414329616852","0.060049870817069285","0.051452836923453885","0.05242506532399525","0.05198622461042695"
"Hawaii","0.15845864812135274","0.1291462400163366","0.13718204092347008","0.19417030011539574","0.1830286782801609","0.13272250023392662","0.15237978537626767","0.14043825039663174","0.17959103257454576","0.15596430767145206","0.16452849187786325","0.11289566103415165","0.10684465920373809","0.07886917632297241","0.08589748208938851","0.07435451468068842","0.08315241840027132","0.07739402713395052","0.060268420494692256","0.08260854186967635","0.05836862898345921","0.0582794800660354","0.05369674134277743","0.052222670406910816","0.04685476796552409","0.05329255184657045","0.017219402192386466","0.02644505277731771","0.019481438293835678","0.03913448544045038","0.037283707847672376","0.03805308077307958","0.037583716592445235"
"Connecticut","0.03192886379554761","0.04426313189045891","0.07098639592246506","0.07520926624443697","0.06310909159886342","0.06762036400972635","0.039950179811618323","0.044212709611892345","0.04504091951993893","0.07835690330945173","0.08180452149382146","0.09351955875430962","0.1165269241440279","0.1278095796791104","0.12950478163310136","0.10294437956362165","0.12943517854932046","0.07733002076898564","0.04996045839207641","0.05329147734334863","0.0883675374286154","0.09273253963881473","0.09663481202658132","0.0863618198345915","0.08185460449888948","0.033019913898227074","0.034382143503553","0.042831174499130716","0.04134358572636965","0.03597954136698255","0.03426608307002985","0.03496185029847647","0.03464189491932137"
"West Virginia","0.11051689179517057","0.09679129835445428","0.08758045270026285","0.08166354014661771","0.08998135117177773","0.07876238017631812","0.07957631803511284","0.06978313777307212","0.06978941518944683","0.08368672368815823","0.058613384459153144","0.0631176203654619","0.05484799408039871","0.06221669944943123","0.09281701236181515","0.09519559057719641","0.11888938566055211","0.1206560140391831","0.07460277881105755","0.09715040909455977","0.05374157786624844","0.04388335055603097","0.04730575327911262","0.0400821821521702","0.04259150264389102","0.03220483741957509","0.025465925138281536","0.022766149600488395","0.026751845531095587","0.041817874905785056","0.033219732343165415","0.033878385264084","0.033705746114405785"
"Massachusetts","0.0729723894372099","0.08938970342268712","0.06650586518540945","0.06793198008518944","0.0631147448601771","0.05551674249706758","0.0733964841052575","0.06871304066862761","0.04005065119077479","0.07380687200011868","0.04408676151405882","0.056525079180549595","0.07976128067876526","0.08547122192579534","0.10172185042937176","0.08713673139929307","0.12168055212918229","0.0976314041710631","0.03802489779286737","0.05286928050093075","0.1550308230001343","0.16253819206328732","0.1780646495283041","0.12549243077902328","0.12054876199541482","0.02050295141715353","0.015607695354308887","0.02071931087377806","0.022693661178760607","0.013744553675772955","0.017108968775069188","0.017561113203739633","0.017430668703394134"
"New Hampshire","0.029675636973672037","0.057699847978603606","0.03757321770002285","0.033939583710803474","0.036777249582474594","0.02916932651164254","0.028563517004741044","0.03270301692975054","0.019046811391764305","0.04223960680059365","0.053034967358774214","0.06791221099133588","0.07340669190689725","0.09073689305343545","0.09646593127987718","0.09532457788636811","0.09593545447796961","0.07173799526747783","0.07571915646114234","0.05432161397338788","0.04769830849495825","0.05573560875074701","0.056775771628118234","0.0477047807501919","0.05565424195321731","0.01705048383933232","0.015157364862545533","0.01584554214217036","0.012560287691278725","0.014704866699098885","0.00980166185482127","0.01000877420372849","0.009922406847730002"
"Alaska","0.003074648492740284","0.0035667087877387918","0.003404305373778133","0.009371610061020696","0.008924153204917143","0.009804814468532664","0.008137420853743943","0.008573534108005017","0.0027854365468804295","0.004650823179077731","0.004955347251447071","0.008721740824021506","0.009641757730006638","0.011489042469860482","0.013627089292525159","0.013202627210807769","0.014531894238681677","0.005125171583177998","0.0040511293619357935","0.006069242309579245","0.01893113391064903","0.019634618783536686","0.02119519952741438","0.02264894859596971","0.02122338789390413","0.004076622129808785","0.004878925045738638","0.0034260151435367434","0.004710016442584322","0.003882590474394015","0.0041516729356836975","0.004235100068541243","0.004190371009511385"
"Rhode Island","0.011972652292948091","0.01681531320138517","0.008473210101068277","0.011563335596468119","0.011565223183780619","0.0055829875023532365","0.006136744619067768","0.00642165065647758","0.00452135916387099","0.006089361966080793","0.0031887015449565625","0.004993954939045266","0.006345625380843581","0.006422495010913295","0.00974269903136283","0.011466842307638099","0.014671013876333188","0.008892270829341792","0.003964641859720184","0.004175141761468773","0.014867086507176353","0.015243521029534152","0.016637705520534236","0.015446349246174756","0.014685076283021604","0.0010576313910527144","0.0007346238770986003","0.0019588763526140005","0.0010267036242895607","0.0014355646914599438","0.0009110145189998011","0.0009448619506680543","0.0009486689220363112"
"District Of Columbia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
